Brand,Racquet Name,Tension,Length,Pattern,Skip M Holes,Tie Off M,Start C,Tie Off C
Wilson Tennis,HYPER HAMMER 5.3 STRETCH 95,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 5.4 95,53 - 63,19'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 5.9 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,HYPER HAMMER 5.9 95,55 - 65,19'M - 15'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HYPER HAMMER 6.2 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HYPER HAMMER 6.2 95,50 - 60,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 6.3 110,53 - 63,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,6T - 14B
Wilson Tennis,HYPER HAMMER 6.3 95,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,HYPER HAMMER ROLLERS 2.6 115,50 - 60,22'M - 18'C,16M X 20C,"6,8,10,11T",6B,6T,4T - 11B
Wilson Tennis,HYPER HAMMER ROLLERS 3.6 115,50 - 60,22'M - 18'C,16M X 19C,"6,8,10,11T",9T,6T,4T - 11B
Wilson Tennis,HYPER HAMMER ROLLERS 5.6 110,55 - 65,20'M - 18'C,16M X 21C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER ROLLERS 5.6 95,53 - 63,19'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER ROLLERS 6.6 98,55 - 66,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER ROLLERS 7.6 98,55 - 66,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER ION POWER X 4,50 - 60,38' - 10'S,16M X 20C,"7,9T - 7,9B",6B,7B,5T
Wilson Tennis,HYPER PRO SRAFF 5.1 SURGE X,53 - 63,19'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,HYPER PRO STAFF 5.0 95,53 - 63,18'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HYPER PRO STAFF 5.0 STRETCH 110,55 - 65,19'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HYPER PRO STAFF 5.0 STRETCH 95,53 - 63,18'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HYPER PRO STAFF 5.1 SURGE 100,53 - 63,19'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,HYPER PRO STAFF 6.1 95,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,HYPER PRO STAFF 6.1 STRETCH 106,53 - 63,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER PRO STAFF 6.1 STRETCH 95,50 - 60,19'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B
Wilson Tennis,HYPER PRO STAFF 6.1 TOUR 95,53 - 63,19'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B
Wilson Tennis,HYPER PRO STAFF 6.5 110,55 - 65,22'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,6T - 14B
Wilson Tennis,HYPER PRO STAFF 6.5 95,53 - 63,20'M - 17'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B
Wilson Tennis,HYPER PRO STAFF 6.7 EXTREME 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,HYPER PRO STAFF 6.7 EXTREME 95,53 - 63,20'M - 18'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,HYPER PRO STAFF 7.1 ZONE 95,50 - 60,19'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER PRO STAFF 7.6 ROLLERS,55 - 65,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER PRO STAFF ROK 102,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8T,7T,5T - 9B
Wilson Tennis,HYPER PRO STAFF ROK 93,50 - 60,20'M - 16'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B
Wilson Tennis,HYPER PRO STAFF TORCH 110,53 - 64,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER PRO STAFF TORCH 95,53 - 64,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HYPER PRO STAFF TOUR 90,50 - 60,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,HYPER SLEDGEHAMMER 2.0 STRETCH 115,53 - 63,21'M - 19'C,16M X 19C,"7,9T - 8B",6B,7T,5T - 11B
Wilson Tennis,HYPER SLEDGEHAMMER 2.0 STRETCH 125,55 - 65,22'M - 20'C,16M X 20C,"7,9T",6T,7T,4T - 7B
Wilson Tennis,JUICE 100,50 - 60,20'M - 18'C,16M X 18C,"8T - 7,9B",6B,8T,5T - 11B
Wilson Tennis,JUICE 100 L,50 - 60,20'M - 19'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,JUICE 100 S,54 - 64,20'M - 17'C,16M X 15C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,JUICE 100 UL,50 - 60,20'M - 19'C,16M X 18C,"8T - 7,9B",8B,8T,6T - 9B
Wilson Tennis,JUICE 108,51 - 61,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,K BLADE 98,50 - 60,21'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,K BLADE TEAM 104,53 - 63,21'M - 19'C,18M X 19C,9T - 9B,7B,9T,6T - 12B
Wilson Tennis,K BLADE TOUR 93,50 - 60,21'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,K BOLD,53 - 63,20'M - 19'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,K BRAVE 103,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,K COURT 100,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,K FIERCE FX,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,K FIVE 108,53 - 63,21'M - 19'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,K FIVE 98,50 - 60,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,K FOUR 105,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,4T - 5B
Wilson Tennis,K FOUR 112,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,4T - 5B
Wilson Tennis,K FOUR FX,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,K FURY 100,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,K OBRA TEAM FX 99,50 - 60,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 10B
Wilson Tennis,K OBRA TOUR 99,50 - 60,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 10B
Wilson Tennis,K ONE 122,55 - 65,21'M - 21'C,16M X 19C,"7,9,10T",6T,7T,4T - 7B
Wilson Tennis,K ONE FX 122,55 - 65,21'M - 21'C,16M X 19C,"7,9,10T",6T,7T,4T - 8B
Wilson Tennis,K PRO OPEN 100,53 - 63,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 12B
Wilson Tennis,K PRO SIX,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,K PRO STAFF 88,50 - 60,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,K PRO TEAM FX 100,53 - 63,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 10B
Wilson Tennis,K PRO TOUR 95,50 - 60,20'M - 17'C,16M X 20C,8T - 8B,6B,8T,5T - 12B
Wilson Tennis,K SIX-ONE 95 (16x18 pattern),50 - 60,20'M - 18'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,K SIX-ONE 95 (18x20 pattern),50 - 60,20'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B
Wilson Tennis,K SIX-ONE TEAM 95,50 - 60,21'M - 17'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B
Wilson Tennis,K SIX-ONE TOUR 90,50 - 60,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,K SIX-ONE X 95,50 - 60,18'M - 18'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,K SIX-TWO 100,53 - 63,20'M - 17'C,16M X 19C,"7,9T - 7,9B",8T,7T,6T - 8B
Wilson Tennis,K STING 105,53 - 63,20'M -18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,K SURGE 100,53 - 63,19'M - 16'C,16M X 19C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,K THREE 115,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,K THREE FX 115,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,K TOUR 95,50 - 60,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,K TOUR TEAM FX 102,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,K ZEN 103,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6T,7T,4T - 6B
Wilson Tennis,K ZEN TEAM 103,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6T,7T,4T - 6B
Wilson Tennis,K ZEN TEAM FX,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6T,7T,4T - 8B
Wilson Tennis,K ZERO 118,55 - 65,22'M - 18'C,16M X 19C,"5,7,9,11,12T",6B,5T,3T - 11B
Wilson Tennis,n1 115,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,n1 FORCE,55 - 65,21'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,n2,55 - 65,22'M - 20'C,16M X 20C,"6,8,10T",7T,6T,4T - 7B
Wilson Tennis,n3,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,n4 101,53 - 63,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,n4 111,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,n5 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,n5 98,51 - 61,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,n5 FORCE 110,53 - 63,21'M - 19'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T -11B
Wilson Tennis,n5 FORCE 98,50 - 60,20'M - 19'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T -11B
Wilson Tennis,n6 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,n6 95,51 - 61,19'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,nBLADE 106,53 - 63,21'M - 19'C,18M X 19C,9T - 9B,7B,9T,6T - 12B
Wilson Tennis,nBLADE 98,50 - 60,21'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,nFURY 100,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 8B
Wilson Tennis,nFURY 110,53 - 63,21'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 11B
Wilson Tennis,nFURY TWO 100,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,nFURY TWO 110,53 - 63,21'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,nPRO,50 - 60,21'M - 17'C,18M X 18C,"8,10T - 8,10B",9B,8T,6T - 7B
Wilson Tennis,nPRO OPEN,53 - 63,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,5T - 10B
Wilson Tennis,nPRO OPEN X,53 - 63,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,5T - 10B
Wilson Tennis,nPRO STAFF 95,53 - 63,20'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B
Wilson Tennis,nPRO SURGE,53 - 63,20'M - 19'C,16M X 19C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,nSIX-ONE 95 (16x18 pattern),50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,nSIX-ONE 95 (18x20 pattern),53 - 63,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B
Wilson Tennis,nSIX-ONE TEAM 95 (16x18 pattern),53 - 63,20'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B
Wilson Tennis,nSIX-ONE TEAM 95 (18x20 pattern),53 - 63,20'M - 18'C,16M X 18C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,nSIX-ONE TOUR 90,50 - 60,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,nSIX-TWO 100,53 - 63,20'M - 17'C,16M X 19C,"7,9T - 7,9B",8T,7T,6T - 8B
Wilson Tennis,nSIX-TWO 113,53 - 63,21'M - 17'C,16M X 20C,"7,9T - 7,9B",8T,7T,6T - 8B
Wilson Tennis,nTOUR 105,53 - 63,21'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,nTOUR 95,50 - 60,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,nTOUR-TWO 105,53 - 63,21'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,nTOUR-TWO 95,50 - 60,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,nVISION,53 - 63,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF 100LS,54 - 64,20'M - 16'C,16M X 15C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF 4.2 110,55 - 65,20'M - 18'C,18M X 19C,"7,9T - 7,9B",7B,8T,5T - 13B
Wilson Tennis,PRO STAFF 4.2 95,50 - 60,19'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,PRO STAFF 4.5 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,5T - 13B
Wilson Tennis,PRO STAFF 4.5 95,48 - 58,19'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B
Wilson Tennis,PRO STAFF 4.7 EB STRETCH 100,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,PRO STAFF 4.7 EB STRETCH 115,55 - 65,22'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,PRO STAFF 4.9 110,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 6B
Wilson Tennis,PRO STAFF 4.9 95,53 - 63,18'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,PRO STAFF 5.5 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,5T - 13B
Wilson Tennis,PRO STAFF 5.5 95,50 - 60,18'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF 5.7 EB STRETCH 100,53 - 63,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,PRO STAFF 5.7 EB STRETCH 115,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,PRO STAFF 5.8 110,53 - 63,20'M - 17'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,PRO STAFF 5.8 95,53 - 63,17'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,PRO STAFF 5.9 STRETCH 110,53 - 63,20'M - 19'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,PRO STAFF 5.9 STRETCH 95,53 - 63,17'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,PRO STAFF 6.0 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,PRO STAFF 6.0 95,50 - 60,18'M - 17'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,PRO STAFF 6.0 ORIGINAL 85,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 8B
Wilson Tennis,PRO STAFF 6.0 ORIGINAL 95,55 - 65,18'M - 16'C,16M X 18C,"7,9T - 8B",6T,7T,5T - 11B
Wilson Tennis,PRO STAFF 6.1 CLASSIC 110,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B
Wilson Tennis,PRO STAFF 6.1 CLASSIC 95,55 - 65,19'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,PRO STAFF 6.1 STRETCH 110,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B
Wilson Tennis,PRO STAFF 6.1 STRETCH 95,55 - 65,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B
Wilson Tennis,PRO STAFF 6.6 Ti 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF 6.6 Ti 95,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF 6.6 TOUR 95,55 - 65,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B
Wilson Tennis,PRO STAFF 6.6 TOUR CLASSIC 85,55 - 65,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF 6.7 EB 110,55 - 65,21'M - 16'C,18M X 20C,"8,10T - 8,10B",6T,8T,5T - 6B
Wilson Tennis,PRO STAFF 6.9 110,55 - 65,19'M - 17'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 9B
Wilson Tennis,PRO STAFF 6.9 95,55 - 65,19'M - 16'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,PRO STAFF 7.0 110,53 - 63,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B
Wilson Tennis,PRO STAFF 7.0 95,50 - 60,18'M - 15'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,PRO STAFF 7.1 MP,50 - 60,18'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF 7.5 CLASSIC 110,53 - 63,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B
Wilson Tennis,PRO STAFF 7.5 CLASSIC 95,50 - 60,18'M - 14'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,PRO STAFF 90,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF 95,49 - 59,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,PRO STAFF 95 S,54 - 64,20'M - 16'C,16M X 15C,8T - 8B,6B,8T,5T - 10B
Wilson Tennis,PRO STAFF 97,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B
Wilson Tennis,PRO STAFF 97 L COUNTERVAIL,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B
Wilson Tennis,PRO STAFF 97 L v11,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B
Wilson Tennis,PRO STAFF 97 L v12,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B
Wilson Tennis,PRO STAFF 97 L v13,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,PRO STAFF 97 L v14,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 8B
Wilson Tennis,PRO STAFF 97 LS,51 - 61,20'M - 16'C,18M X 16C,"8,10T - 8,10B",9T,8T,6T - 9B
Wilson Tennis,PRO STAFF 97 LS BLACK,50 - 60,20'M - 19'C,18M X 16C,"8,10T - 8,10B",9T,8T,6T - 6B
Wilson Tennis,PRO STAFF 97 S,50 - 60,20'M - 16'C,18M X 17C,"8,10T - 8,10B",9T,8T,6T - 6B
Wilson Tennis,PRO STAFF 97 ULS,50 - 60,20'M - 16'C,18M X 16C,"8,10T - 8,10B",9T,8T,7T - 9B
Wilson Tennis,PRO STAFF BLITZ,53 - 63,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,PRO STAFF RF AUTOGRAPH 97,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B
Wilson Tennis,PRO STAFF TITANIUM,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,5T - 14B
Wilson Tennis,PRO STAFF TORCH 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF TORCH 95,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,PRO STAFF TOUR 90,50 - 60,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,PRO STAFF TOUR 95,53 - 63,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF TRANCE 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PRO STAFF TRANCE 95,53 - 63,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,PROFILE 2.7 110,55 - 65,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 8B
Wilson Tennis,PROFILE 2.7 95,55 - 65,18'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,PROFILE 3.0 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B
Wilson Tennis,PROFILE 3.0 95,48 - 58,19'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,5T - 13B
Wilson Tennis,PROFILE 3.6 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B
Wilson Tennis,PROFILE 3.6 95,45 - 55,19'M - 17'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B
Wilson Tennis,SHIFT 99/285 v1,48 - 58,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8T,7T,6T - 12B
Wilson Tennis,SHIFT 99/300 v1,48 - 58,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8T,7T,6T - 8B
Wilson Tennis,SHIFT 99 PRO 315 v1,48 - 58,22'M - 18'C,18M X 20C,"8,10T - 8,10B",9T,8T,7T - 9B
Wilson Tennis,SLEDGEHAMMER 2.8 STRETCH NEW,53 - 63,20'M - 18'C,16M X 19C,"7,9T",6T,7T,4T - 11B
Wilson Tennis,SLEDGEHAMMER 2.8 STRETCH OLD,55 - 65,20'M - 18'C,16M X 19C,"7,9,10T",6T,7T,4T - 11B
Wilson Tennis,SLEDGEHAMMER 3.4 STRETCH,57 - 67,24'M - 20'C,18M X 20C,"8,10T - 9B",7T,8T,5T - 6B
Wilson Tennis,SLEDGEHAMMER 3.8 110,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",5B,8T,6T - 12B
Wilson Tennis,SLEDGEHAMMER 3.8 95,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 8B",6B,7T,5T - 11B
Wilson Tennis,SLEDGEHAMMER 3.8 P.H. 112,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 9B",7B,8T,9T - 11B
Wilson Tennis,SLEDGEHAMMER 3.8 P.H. 98,53 - 63,18'M - 16'C,16M X 18C,"7,9T - 8B",6B,7T,8T - 10B
Wilson Tennis,SLEDGEHAMMER 3.8 P.H. STRCH 112,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 9B",7B,8T,9T - 11B
Wilson Tennis,SLEDGEHAMMER 4.8 110,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 12B
Wilson Tennis,SLEDGEHAMMER 4.8 95,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 8B",6B,7T,4T - 11B
Wilson Tennis,SLEDGEHAMMER 6.3 110,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 12B
Wilson Tennis,SLEDGEHAMMER 6.3 95,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 8B",6B,7T,4T - 11B
Wilson Tennis,STING 110,60 - 70,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6T,7T,4T - 8B
Wilson Tennis,T3 100,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,T3 115,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,T4 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TORCH 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
